listing_title,listing_category,short_description,description,website,phone,fax,email,listing_tags,address,zip_code,username,sequence_id
CertiCare Medical Garments,Clinics & Services;Mastectomy Products and Wigs;Medical Equipment and Supplies - Sales and Rentals,"Provides patients with an in-home fitting service for their compression needs, including arm sleeves, stockings, accessories and compression pumps * mastectomy fittings","Description: Provides patients with an in-home fitting service for their compression needs, including arm sleeves, stockings, accessories and compression pumps * mastectomy fittings
Address: 74 Auriga Dr, Unit 2 | Ottawa, ON | K2E 7X7
Intersection: Merivale Rd and MacFarlane Rd
Phone: 613-225-8485
Fax: 613-800-0722
Email: admin@certicare.ca
Website: http://certicare.ca/
Contacts: Lizzie Cen - Administrator
Leadership: Ashley Buss - Certified Fitter/Owner | ashley@certicare.ca | Scott Sabourin - Owner
Eligibility: Patients suffering from swelling, lymphedema, varicose veins, edema, and/or ulcers
How to access / refer: Self-referral
Fees: Service charges may apply in some cases
Languages: English * French
Language notes: French reception
Accessibility: Wheelchair Accessible
Accessibility notes: parking * building * washroom
Service area: Lanark - North ; North Grenville ; Ottawa (City of) ; Prescott and Russell United Counties ; Renfrew County ; Stormont, Dundas and Glengarry United Counties
Last verified: 2026-02-05",http://certicare.ca/,613-225-8485,613-800-0722,admin@certicare.ca,Mastectomy Products and Wigs;Medical Equipment and Supplies - Sales and Rentals;English * French;Ottawa,"74 Auriga Dr, Unit 2 | Ottawa, ON | K2E 7X7",K2E 7X7,Sana,opc-service-210294
Champ Health Care Services,Clinics & Services;Home Help and Homemaking,Home Help and Homemaking,"Address: 920 Lesage Way | Ottawa, ON | K1W 0N3
Phone: 24 hours 613-824-5065
Fax: 613-366-3271
Email: info@champhealthcareottawa.com
Website: http://www.champhealthcareottawa.com/
Contacts: Louis Boursiquot - Human Resource Administrator | louis.boursiquot@champhealthcareottawa.com
Hours: Administration Mon-Sun 7am-7pm * Service daily 24 hours
Eligibility: Older adults * individuals with disabilities * their families
How to access / refer: Call, send an email, or visit the website for more information
Fees: Set fees
Languages: English * French
Service area: Cornwall and Ottawa (Greely, Ottawa)
Last verified: 2026-03-23",http://www.champhealthcareottawa.com/,24 hours 613-824-5065,613-366-3271,info@champhealthcareottawa.com,Home Help and Homemaking;English * French;Ottawa,"920 Lesage Way | Ottawa, ON | K1W 0N3",K1W 0N3,Sana,opc-service-211210
Champagne Residence,Clinics & Services;Assisted Living for High-Risk Seniors;Housing and Residential Care for People with Mental Illness,Residential care facility * capacity of 32 beds * male and female residents * shared rooms,"Description: Residential care facility * capacity of 32 beds * male and female residents * shared rooms
Address: 5779 Rockdale Rd | Vars, ON | K0A 3H0
Intersection: Rockdale Rd and Devine Rd
Phone: 613-835-2395
Website: http://ottawa.ca/en/rural-ottawa-east
Hours: Service Mon-Sun 24 hours
Eligibility: Individuals 18 years and older * ambulatory * living with a psychiatric disorder, developmental, physical illness and/or disability or frailty
How to access / refer: Call to apply
Fees: Residents' fees
Languages: English * French
Accessibility: Wheelchair Accessible
Service area: Ottawa (City of) and area
Last verified: 2025-10-28",http://ottawa.ca/en/rural-ottawa-east,613-835-2395,,,Assisted Living for High-Risk Seniors;Housing and Residential Care for People with Mental Illness;English * French;Vars,"5779 Rockdale Rd | Vars, ON | K0A 3H0",K0A 3H0,Sana,opc-service-211211
Champlain Community Transportation Collaborative,Clinics & Services;Transportation - Accessible,"Transportation services for older adults and people with disabilities living in the Champlain District * provided by a collaborative of 24 Community Support Service (CSS) organizations, divided into","Description: Transportation services for older adults and people with disabilities living in the Champlain District * provided by a collaborative of 24 Community Support Service (CSS) organizations, divided into
Address: Pembroke, ON
Phone: 613-732-9993 ext 1118
Toll-free: Administration 1-877-358-1387 ext 1118
Fax: 613-732-7350
Contacts: Vicki Fitzgerald - Intake Coordinator | 613-732-3949 ext 3212 * vfitzgerald@carefor.ca
Leadership: Alice Grenon - Manager, Transportation | agrenon@carefor.ca | Janna Wood - Supervisor | 613-732-3949 ext 3216 * jwood@carefor.ca
Hours: Mon-Fri * Service hours may vary, call for more information
Eligibility: Individuals 65 years or older and adults with disabilities * some exceptions can be made in rural regions
How to access / refer: Contact the Regional Coordinator
Fees: Set fees
Languages: English * French
Language notes: By appointment
Accessibility: Wheelchair Accessible
Service area: Ottawa (city of) ; Renfrew County ; Stormont, Dundas and Glengarry, Prescott and Russell, North Lanark, North Grenville
Last verified: 2026-02-17",,613-732-9993 ext 1118,613-732-7350,,Transportation - Accessible;English * French;Ottawa,"Pembroke, ON",,Sana,opc-service-211214
CHEO - Centre for Healthy Active Living,Clinics & Services;Diabetes;Dietitian Services,Works to improve the health and quality of life of children with weight-related health complications and support them and their families in achieving a healthy active lifestyle,"Description: Works to improve the health and quality of life of children with weight-related health complications and support them and their families in achieving a healthy active lifestyle
Address: Centre for Healthy Active Living | 1355 Bank St, Suite 111 | Ottawa, ON | K1H 8K7
Intersection: Bank St and Riverside Dr
Phone: 613-737-7600 ext 7215
Fax: 613-260-3897
Email: CHAL-INFO@cheo.on.ca
Website: http://www.cheo.on.ca/en/centrehealthyactiveliving
Contacts: Jane Rutherford - Exercise Specialist
Leadership: Stasia Hadjiyannakis - Pediatric Endocrinologist
Hours: Mon-Fri 8:30am-4:30pm * hours can vary, call ahead
Eligibility: Children and youth 5-15 years old with complex severe obesity * Patients must meet criteria, visit website for more information
How to access / refer: Physician/Nurse Practitioner referral only using the Centre's referral form available on website
Fees: Set fees * Covered by OHIP
Languages: English * French
Language notes: French reception
Accessibility: Wheelchair Accessible
Service area: Eastern Ontario
Last verified: 2026-07-24",http://www.cheo.on.ca/en/centrehealthyactiveliving,613-737-7600 ext 7215,613-260-3897,CHAL-INFO@cheo.on.ca,Diabetes;Dietitian Services;English * French;Ottawa,"Centre for Healthy Active Living | 1355 Bank St, Suite 111 | Ottawa, ON | K1H 8K7",K1H 8K7,Sana,opc-service-211255
Choice Homecare,Clinics & Services;Foot Care - In-Home;Home Help and Homemaking;In-Home Nursing;In-Home Personal Support;Shopping and Grocery Assistance;Transportation - Non-Accessible and Volunteer,Foot Care - In-Home · Home Help and Homemaking · In-Home Nursing,"Address: 223 Colonnade Rd, Suite 114 | Ottawa, ON | K2E 7K3
Phone: 613-907-3191
Email: info@choicehomecare.ca
Website: http://choicehomecare.ca/
Contacts: Chris Zomer - Director of Care | chris.trahan@choicehomecare.ca
Leadership: Eddie Chu - Owner | eddie.chu@choicehomecare.ca | Kelly Prevost - General Manager | kelly.prevost@choicehomecare.ca
Hours: Daily 24 hours * administration Mon-Fri 8:30am-4:30pm * after hours calls will be dispatched to team representative
Eligibility: Individuals of any age requiring personal support
How to access / refer: Call to inquire or book a free nurse in-home assessment
Fees: Fee schedule per hour * No minimum requirements
Languages: English * French * Many other languages
Language notes: Reception and website available in French * All homecare services available in French
Accessibility: Wheelchair Accessible
Accessibility notes: services offered in-home
Service area: Ottawa (City of) and area
Last verified: 2026-03-25",http://choicehomecare.ca/,613-907-3191,,info@choicehomecare.ca,Foot Care - In-Home;Home Help and Homemaking;In-Home Nursing;In-Home Personal Support;Shopping and Grocery Assistance;Transportation - Non-Accessible and Volunteer;English * French * Many other languages;Ottawa,"223 Colonnade Rd, Suite 114 | Ottawa, ON | K2E 7K3",K2E 7K3,Sana,opc-service-211288
ComForCare Home Care,Clinics & Services;Home Help and Homemaking;In-Home Personal Support;Shopping and Grocery Assistance,"Private duty, non-medical home care * companionship and Personal Support Worker (PSW) care * Dementia care program (DementiaWise) * palliative care * motor-vehicle accident care * parkinson’s *","Description: Private duty, non-medical home care * companionship and Personal Support Worker (PSW) care * Dementia care program (DementiaWise) * palliative care * motor-vehicle accident care * parkinson’s *
Address: c/o ComForCare Home Care | 1673 Carling Ave, Unit 204 | Ottawa, ON | K2A 1C4
Intersection: Carling ave and Cole Ave S
Phone: 613-792-3663
Fax: 613-792-3773
Email: ottawa-champlain@comforcare.ca
Website: http://www.comforcare.ca/ontario/ottawa-champlain
Leadership: Sadiq Alwani - Owner and Director of Operations | 613-869-5786 * s.alwani@comforcare.ca
How to access / refer: Call for a free assessment
Languages: English * Many other languages
Service area: Ottawa (city of)
Last verified: 2026-06-01",http://www.comforcare.ca/ontario/ottawa-champlain,613-792-3663,613-792-3773,ottawa-champlain@comforcare.ca,Home Help and Homemaking;In-Home Personal Support;Shopping and Grocery Assistance;English * Many other languages;Ottawa,"c/o ComForCare Home Care | 1673 Carling Ave, Unit 204 | Ottawa, ON | K2A 1C4",K2A 1C4,Sana,opc-service-179160
Comfort Keepers - Ottawa and Kanata,Clinics & Services;Community Support Services;Home Help and Homemaking;In-Home Personal Support;Respite Care Facilities for Adults with Disabilities;Respite Care for Seniors;Transportation - Non-Accessible and Volunteer,Elderly care that improve the quality of life of seniors and adults who need assistance with the activities of daily living.,"Description: Elderly care that improve the quality of life of seniors and adults who need assistance with the activities of daily living.
Address: 4019 Carling Ave | Kanata, ON | K2K 2A3
Intersection: Herzberg Rd and Carling Ave
Phone: 613-672-1888
Email: office@comfortkeepers-ottawa.ca
Website: http://www.comfortkeepers.ca/ottawa
Leadership: Lillian Lizdek-Cepalo - Manager - Franchise Owner | manager@comfortkeepers-ottawa.ca
Hours: Mon-Sun 24 hours
Eligibility: No restrictions
How to access / refer: Call, email, visit website or Facebook page for more information
Fees: Hourly rate depending on service rendered, duration of contract and scope of service
Languages: English * French
Service area: Ottawa, Kanata, Stittsville, Barrhaven, Manotick, Orleans, Vanier, Richmond, Carp, Dunrobin
Last verified: 2026-05-29",http://www.comfortkeepers.ca/ottawa,613-672-1888,,office@comfortkeepers-ottawa.ca,Community Support Services;Home Help and Homemaking;In-Home Personal Support;Respite Care Facilities for Adults with Disabilities;Respite Care for Seniors;Transportation - Non-Accessible and Volunteer;English * French;Kanata,"4019 Carling Ave | Kanata, ON | K2K 2A3",K2K 2A3,Sana,opc-service-211335
Conval-Aid,Clinics & Services;Medical Equipment and Supplies - Sales and Rentals;Vehicle Modification,"A variety of assistive devices which can be purchased, by those who qualify, with up to 75% funding through the Ontario’s Assistive Devices (ADP) program * rental equipment may be offered while","Description: A variety of assistive devices which can be purchased, by those who qualify, with up to 75% funding through the Ontario’s Assistive Devices (ADP) program * rental equipment may be offered while
Address: 2600 Lancaster Rd | Ottawa, ON | K1B 4Z4
Intersection: Lancaster Rd and Walkley Rd
Phone: 613-738-2721
Toll-free: 1-800-267-8883
Fax: 613-738-2704
Website: http://www.conval-aid.com/
Leadership: Annette Bolinski - Customer Service | 613-738-8694 ext 219
Hours: Mon-Fri 9am-4pm
Eligibility: Persons in need of assistive devices
How to access / refer: Call to schedule an appointment with a trained technician
Fees: Set fees * Persons in need of fee assistance for assistive devices must complete a seating and mobility assessment given by an ADP-authorized Occupational Therapist
Languages: English
Service area: Arnprior ; Casselman ; Kemptville ; Ottawa (City of) ; Rockland
Last verified: 2026-04-02",http://www.conval-aid.com/,613-738-2721,613-738-2704,,Medical Equipment and Supplies - Sales and Rentals;Vehicle Modification;English;Ottawa,"2600 Lancaster Rd | Ottawa, ON | K1B 4Z4",K1B 4Z4,Sana,opc-service-210322
Couture Foot Care,Clinics & Services;Foot Care - In-Home,Medical foot care by a Registered Nurse * services at home,"Description: Medical foot care by a Registered Nurse * services at home
Address: Ottawa, ON
Phone: 613-355-1158
Email: gracie@couturefootcare.com
Website: https://couturefootcare.com
Leadership: Gracielyn Couture - Registered Nurse
Hours: Mon-Fri 9am-4pm * Sat occasionally
Eligibility: Those in need of foot care in Ottawa * Helpful for persons with diabetes, circulation issues, mobility issues, and older adults
How to access / refer: Call to book an appointment * no referral needed
Fees: Set Fees--Invoices provided, some private insurances
Languages: English * French
Language notes: French programs offered
Service area: Ottawa (City of)
Last verified: 2026-05-19",https://couturefootcare.com,613-355-1158,,gracie@couturefootcare.com,Foot Care - In-Home;English * French;Ottawa,"Ottawa, ON",,Sana,opc-service-225940
